time,latitude,longitude,mag
2021-04-28T19:33:38.220Z,40.691,-124.6066667,2.61
2021-04-10T02:21:28.251Z,32.11761475,-102.1578458,2.6
2021-04-10T17:08:29.154Z,44.2435,-115.0508,2.6
2021-04-11T07:54:24.302Z,31.67754532,-104.3930449,2.6
2021-04-16T04:59:46.119Z,31.59702031,-104.209716,2.6
2021-04-17T18:00:20.440Z,36.6642,-116.2682,2.6
2021-04-21T05:16:01.461Z,38.168,-117.9537,2.6
2021-04-25T10:45:52.240Z,44.212,-114.9743333,2.6
2021-04-26T03:13:36.145Z,44.3717,-114.7393,2.6
2021-04-29T04:18:34.338Z,31.68094048,-104.2875557,2.6
2021-04-30T13:20:01.576Z,44.3438,-115.2287,2.6
2021-05-03T16:34:59.745Z,38.1937,-117.7303,2.6
2021-05-04T17:36:03.486Z,38.1919,-117.7317,2.6
2021-05-07T23:59:43.900Z,39.1208344,-120.0285034,2.6
2021-04-29T19:51:35.300Z,37.5145,-118.8548333,2.59
2021-05-04T19:23:52.850Z,33.8366667,-118.4671667,2.57
2021-04-10T19:08:08.800Z,35.7253333,-121.6328333,2.55
2021-04-15T13:39:27.830Z,38.8298333,-122.8113333,2.55
2021-04-25T05:00:39.860Z,37.2668333,-121.6381667,2.55
2021-04-25T05:31:58.580Z,33.8053333,-116.0778333,2.55
2021-04-26T11:44:33.700Z,37.8461667,-122.2365,2.55
2021-05-04T13:31:45.100Z,35.732,-116.6118333,2.55
2021-04-15T07:58:28.750Z,40.2778333,-124.4635,2.54
2021-04-26T03:36:09.620Z,44.6788333,-111.7641667,2.54
2021-04-24T15:54:42.640Z,36.2805,-120.8643333,2.53
2021-04-26T08:20:09.010Z,35.6608333,-117.4691667,2.53
2021-04-21T05:56:35.910Z,38.3228333,-113.1001667,2.52
2021-04-30T03:00:55.410Z,36.5873333,-121.189,2.52
2021-05-06T13:18:34.070Z,39.1263333,-120.0328333,2.52
2021-04-24T21:16:53.330Z,36.0425,-120.1911667,2.51
2021-04-25T15:54:52.140Z,39.1266667,-120.0288333,2.51
2021-04-28T10:30:12.260Z,43.954,-115.1731667,2.51
2021-04-28T15:03:51.700Z,47.734,-122.6251667,2.51
2021-04-29T03:37:47.600Z,47.6635,-121.6841667,2.51
2021-05-06T20:04:47.010Z,35.8765,-117.6955,2.51
2021-04-09T06:48:21.222Z,31.68407166,-104.3026549,2.5
2021-04-09T19:55:43.392Z,31.62446095,-104.5251985,2.5
2021-04-09T21:26:33.356Z,31.66691464,-104.3663048,2.5
2021-04-10T08:56:51.165Z,44.1041,-115.0858,2.5
2021-04-12T11:57:26.679Z,31.6667,-104.4994,2.5
2021-04-12T16:41:31.795Z,44.2606,-115.1902,2.5
2021-04-13T08:26:36.568Z,44.1304,-115.056,2.5
2021-04-13T09:10:28.127Z,44.1274,-115.0633,2.5
2021-04-14T03:05:42.708Z,47.5646,-70.2347,2.5
2021-04-15T05:13:58.222Z,32.6277,-94.0489,2.5
2021-04-15T15:05:09.184Z,38.0707,-118.2634,2.5
2021-04-19T14:31:52.990Z,44.3056,-115.1901,2.5
2021-04-20T09:04:26.019Z,31.65180557,-104.555621,2.5
2021-04-20T20:11:27.392Z,31.66052085,-104.3597905,2.5
2021-04-23T00:29:55.572Z,44.4128,-114.7464,2.5
2021-04-24T08:32:07.730Z,38.0857,-118.254,2.5
2021-04-26T20:13:21.507Z,31.61008668,-104.3399918,2.5
2021-04-27T10:28:44.896Z,44.3248,-115.0576,2.5
2021-04-28T05:45:41.583Z,32.7154541,-100.6862138,2.5
2021-04-28T23:24:03.690Z,31.72332835,-104.5779306,2.5
2021-04-29T23:27:45.331Z,31.69436199,-104.4217329,2.5
2021-05-02T03:38:57.835Z,31.69478432,-104.1404002,2.5
2021-05-05T10:44:38.699Z,31.98303223,-102.3111185,2.5
2021-05-05T14:17:45.194Z,38.1999,-117.7233,2.5
2021-05-08T08:29:11.020Z,40.4071667,-124.3438333,2.5
