time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-04-24T16:02:45.190Z,31.65368066,-104.3126386,6.388647461,3,ml,33,59,0.121001122,0.3,tx,tx2021hzrp,2021-04-26T14:53:50.268Z,"58 km S of Whites City, New Mexico",earthquake,1.046803914,1.411872049,0.1,21,reviewed,tx,tx
2021-04-26T22:40:36.329Z,31.66432549,-104.2998062,7.622631836,3,ml,26,58,0.109969823,0.2,tx,tx2021idvt,2021-04-28T04:49:19.040Z,"57 km S of Whites City, New Mexico",earthquake,0.823250984,1.429925215,0.2,13,reviewed,tx,tx
2021-04-28T05:51:09.560Z,32.71636963,-100.6829983,6.333780924,3,ml,22,96,0.064337562,0.3,tx,tx2021igfl,2021-04-28T06:10:50.663Z,"11 km NE of Hermleigh, Texas",earthquake,1.03777167,1.519736717,0.1,16,reviewed,tx,tx
2021-04-29T22:19:30.630Z,31.65554085,-104.3088861,7.211303711,3,ml,30,59,0.118930172,0.3,tx,tx2021ijhl,2021-04-30T15:08:56.352Z,"58 km S of Whites City, New Mexico",earthquake,0.835709005,1.577729825,0.1,16,reviewed,tx,tx
2021-05-06T13:04:24.596Z,39.7349,-98.0177,5,3,mb_lg,,81,1.261,0.73,us,us7000e0mb,2021-05-06T15:25:54.879Z,"5 km SSW of Formoso, Kansas",earthquake,3.2,2,0.05,106,reviewed,us,us
2021-05-08T16:26:01.073Z,31.67078888,-104.3340399,7.082763672,3,ml,28,57,0.107150343,0.2,tx,tx2021izhk,2021-05-08T16:42:30.171Z,"56 km S of Whites City, New Mexico",earthquake,1.130300114,1.573295321,0.1,12,reviewed,tx,tx
2021-04-25T12:29:54.600Z,37.8033333,-113.0308333,3.13,2.99,ml,23,81,0.09194,0.19,uu,uu60433862,2021-04-29T12:41:09.097Z,"3 km N of Enoch, Utah",earthquake,0.41,2.78,0.156,23,reviewed,uu,uu
2021-04-21T03:55:27.800Z,36.8303333,-121.566,5.55,2.97,ml,86,24,0.05152,0.16,nc,nc73552510,2021-05-07T02:37:18.040Z,"3km SW of San Juan Bautista, CA",earthquake,0.15,0.37,0.167,58,reviewed,nc,nc
2021-04-10T11:50:14.080Z,37.582,-121.6751667,3.95,2.93,md,116,62,0.07632,0.1,nc,nc73547590,2021-05-06T11:42:23.040Z,"14km SE of Livermore, CA",earthquake,0.09,0.32,0.143,147,reviewed,nc,nc
2021-04-25T15:44:58.930Z,39.1293333,-120.032,5.2,2.92,md,28,66,0.1071,0.14,nc,nc73554400,2021-04-27T02:46:34.501Z,"9km SE of Dollar Point, CA",earthquake,0.24,0.81,0.155,65,reviewed,nc,nc
2021-05-04T14:16:22.590Z,31.2985,-115.6463333,13.99,2.91,ml,9,194,0.1498,0.14,ci,ci37473717,2021-05-07T22:54:15.771Z,"99km ESE of Maneadero, B.C., MX",earthquake,0.85,0.53,0.125,10,reviewed,ci,ci
2021-04-09T02:07:01.240Z,40.2946667,-124.5795,12.54,2.9,md,34,229,0.1813,0.17,nc,nc73547020,2021-05-06T21:20:41.040Z,"25km W of Petrolia, CA",earthquake,0.33,0.38,0.184,35,reviewed,nc,nc
2021-04-13T08:22:02.864Z,44.1258,-115.0794,10,2.9,ml,,43,0.112,1.04,us,us6000e160,2021-04-13T22:25:41.040Z,"15 km SW of Stanley, Idaho",earthquake,2.4,2,0.056,42,reviewed,us,us
2021-04-18T04:53:57.160Z,38.152,-117.8738,10.5,2.9,ml,32,42.78,0.003,0.13,nn,nn00805275,2021-04-18T05:40:27.652Z,"33 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2021-04-19T09:59:39.113Z,31.67232759,-104.3825011,7.391259766,2.9,ml,29,58,0.100895373,0.3,tx,tx2021hqcc,2021-04-19T21:29:42.208Z,"55 km S of Whites City, New Mexico",earthquake,1.296926292,1.793828025,0.1,15,reviewed,tx,tx
2021-04-23T21:15:55.142Z,39.6266,-98.5128,5,2.9,mb_lg,,48,1.212,0.46,us,us6000e45g,2021-05-04T03:22:22.778Z,"14 km NNW of Cawker City, Kansas",earthquake,1.7,2,0.05,105,reviewed,us,us
2021-04-28T01:50:41.154Z,31.14244762,-103.1930379,3.972094727,2.9,ml,30,43,0.033294321,0.2,tx,tx2021ifxn,2021-04-29T13:37:38.136Z,"16 km SW of Coyanosa, Texas",earthquake,0.835165558,0.594949988,0.2,19,reviewed,tx,tx
2021-04-28T22:09:00.341Z,38.1747,-116.7267,11,2.9,ml,16,147.84,0.403,0.1671,nn,nn00806061,2021-04-29T00:11:22.882Z,"45 km ENE of Tonopah, Nevada",earthquake,,1.9,0.35,11,reviewed,nn,nn
2021-04-30T02:14:52.240Z,41.1641667,-111.6746667,11.25,2.9,ml,35,80,0.1181,0.2,uu,uu60434642,2021-05-06T20:52:00.393Z,"8 km NE of Enterprise, Utah",earthquake,0.34,0.67,0.239,23,reviewed,uu,uu
2021-04-09T03:57:13.020Z,32.7825,-115.4381667,12.58,2.87,ml,40,49,0.02389,0.24,ci,ci39844264,2021-05-06T21:38:40.040Z,"6km WSW of Holtville, CA",earthquake,0.26,0.5,0.301,20,reviewed,ci,ci
2021-04-20T05:07:51.620Z,37.5481667,-118.7781667,7.98,2.87,md,32,96,0.02939,0.06,nc,nc73551905,2021-04-26T13:29:15.040Z,"9km W of Toms Place, CA",earthquake,0.25,0.38,0.136,76,reviewed,nc,nc
2021-04-26T02:00:47.030Z,31.4816667,-115.6171667,2.55,2.86,ml,7,127,0.1686,0.06,ci,ci39628895,2021-04-26T21:41:38.929Z,"93km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.12,0.55,0.208,3,reviewed,ci,ci
2021-04-17T19:35:08.280Z,40.113,-123.0433333,45.98,2.85,md,62,32,0.2055,0.2,nc,nc73550725,2021-04-28T01:02:45.040Z,"40km NNE of Covelo, CA",earthquake,0.36,0.94,0.17,63,reviewed,nc,nc
2021-04-09T03:31:46.760Z,32.776,-115.4355,13.84,2.84,ml,36,37,0.03075,0.25,ci,ci39844232,2021-05-06T21:36:47.040Z,"6km SW of Holtville, CA",earthquake,0.3,0.45,0.261,20,reviewed,ci,ci
2021-05-04T07:37:40.380Z,40.852,-124.2635,24.22,2.84,ml,25,192,0.114,0.15,nc,nc73557950,2021-05-08T23:20:24.040Z,"11km NW of Eureka, CA",earthquake,0.58,0.51,0.16,12,reviewed,nc,nc
2021-05-05T13:06:28.850Z,39.3763333,-123.2616667,4.3,2.82,md,61,36,0.06487,0.09,nc,nc73558425,2021-05-06T04:05:09.811Z,"9km ESE of Willits, CA",earthquake,0.1,0.41,0.153,60,reviewed,nc,nc
2021-04-20T04:25:20.820Z,39.5111667,-122.0193333,22.52,2.81,md,24,51,0.2576,0.17,nc,nc73551895,2021-04-21T01:34:48.251Z,"15km E of Willows, CA",earthquake,0.36,0.69,0.249,55,reviewed,nc,nc
2021-04-23T00:08:08.160Z,38.7745,-122.707,2.57,2.81,md,80,33,0.003717,0.08,nc,nc73553180,2021-05-03T22:09:49.040Z,"1km W of Anderson Springs, CA",earthquake,0.13,0.2,0.132,51,reviewed,nc,nc
2021-04-27T17:47:22.280Z,35.9741667,-120.5278333,10.45,2.81,md,55,63,0.0125,0.07,nc,nc73555290,2021-05-06T00:54:07.172Z,"12km NW of Parkfield, CA",earthquake,0.15,0.19,0.1,75,reviewed,nc,nc
2021-04-10T07:38:15.790Z,47.46016667,-121.5968333,11.41,2.8,ml,19,176,0.1157,0.24,uw,uw61723491,2021-04-25T05:48:11.040Z,"11 km E of Tanner, Washington",earthquake,0.71,1.15,0.252540623,12,reviewed,uw,uw
2021-04-11T03:02:03.694Z,39.2863,-106.7754,2.38,2.8,ml,,81,1.034,0.63,us,us6000e0qc,2021-05-06T22:28:49.464Z,"9 km E of Woody Creek, Colorado",earthquake,2.8,5.8,0.038,91,reviewed,us,us
2021-04-13T08:39:55.146Z,44.1245,-115.0952,10,2.8,ml,,79,0.121,0.78,us,us6000e164,2021-04-13T22:37:43.040Z,"16 km SW of Stanley, Idaho",earthquake,2.4,2,0.053,46,reviewed,us,us
2021-04-18T04:33:06.656Z,31.66435009,-104.2955002,7.468383789,2.8,ml,33,58,0.110052693,0.2,tx,tx2021hnvv,2021-04-19T18:40:54.054Z,"57 km S of Whites City, New Mexico",earthquake,0.879852184,1.349313281,0.2,20,reviewed,tx,tx
2021-04-24T03:35:22.290Z,38.1797,-117.8668,13.8,2.8,ml,30,48.74,0.021,0.12,nn,nn00805669,2021-04-24T03:57:46.107Z,"31 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2021-04-24T11:52:16.976Z,31.73287393,-104.1005077,6.902807617,2.8,ml,30,48,0.059611588,0.2,tx,tx2021hzji,2021-04-26T15:09:51.701Z,"47 km W of Mentone, Texas",earthquake,0.705895121,1.021160572,0.2,14,reviewed,tx,tx
2021-04-24T18:02:11.700Z,36.7716667,-121.4945,7.58,2.8,md,76,36,0.01823,0.18,nc,nc73553930,2021-04-29T19:56:08.072Z,"9km SSE of San Juan Bautista, CA",earthquake,0.2,0.42,0.143,115,reviewed,nc,nc
2021-04-25T06:30:40.145Z,31.59750289,-104.5647238,5.540283203,2.8,ml,36,75,0.089707034,0.3,tx,tx2021iauf,2021-04-26T15:31:16.425Z,"66 km SSW of Whites City, New Mexico",earthquake,1.407773023,2.007112281,0.1,18,reviewed,tx,tx
2021-04-27T13:06:07.204Z,31.68061916,-104.1723442,7.057055664,2.8,ml,29,50,0.131466249,0.2,tx,tx2021ieyh,2021-04-27T15:42:22.453Z,"54 km NW of Toyah, Texas",earthquake,0.804131082,1.221846546,0.1,14,reviewed,tx,tx
2021-04-28T06:30:47.768Z,32.70904541,-100.6829983,3.448120117,2.8,ml,21,58,0.059642293,0.2,tx,tx2021iggt,2021-04-30T20:15:28.063Z,"10 km NE of Hermleigh, Texas",earthquake,0.875750855,1.731808194,0.1,15,reviewed,tx,tx
2021-04-30T02:46:45.475Z,31.72574716,-104.5324426,5.720239258,2.8,ml,43,79,0.031308633,0.3,tx,tx2021ijqk,2021-04-30T15:14:45.941Z,"52 km SSW of Whites City, New Mexico",earthquake,1.418377312,0.71682994,0.1,24,reviewed,tx,tx
2021-05-07T14:13:54.641Z,28.43353271,-100.123966,7.214152018,2.8,ml,11,65,0.652034137,0.3,tx,tx2021ixhp,2021-05-07T20:09:54.040Z,"20 km ESE of El Indio, Texas",earthquake,2.254290329,1.907701726,0.1,6,reviewed,tx,tx
2021-05-05T22:14:56.980Z,34.0363333,-116.6355,10.04,2.78,ml,111,19,0.01057,0.15,ci,ci39642223,2021-05-06T17:24:56.780Z,"5km WSW of Morongo Valley, CA",earthquake,0.09,0.22,0.157,157,reviewed,ci,ci
2021-04-25T15:35:48.970Z,39.1268333,-120.0295,6.56,2.77,md,27,66,0.1102,0.11,nc,nc73554390,2021-04-26T14:47:30.146Z,"9km SE of Dollar Point, CA",earthquake,0.21,0.68,0.194,38,reviewed,nc,nc
2021-04-13T14:25:52.650Z,37.569,-118.824,4.04,2.76,md,30,55,0.02138,0.02,nc,nc73548930,2021-04-13T20:16:13.553Z,"13km W of Toms Place, CA",earthquake,0.21,0.39,0.177,44,reviewed,nc,nc
2021-04-28T07:18:37.290Z,37.8456667,-122.235,5.53,2.76,md,118,23,0.02937,0.07,nc,nc73555550,2021-05-06T22:10:14.159Z,"2km N of Piedmont, CA",earthquake,0.09,0.14,0.114,121,reviewed,nc,nc
2021-04-30T14:59:35.170Z,38.8113333,-122.7971667,3.67,2.76,md,82,28,0.003662,0.06,nc,nc73556500,2021-05-07T16:58:14.361Z,"5km NW of The Geysers, CA",earthquake,0.1,0.15,0.157,68,reviewed,nc,nc
2021-05-04T21:38:50.160Z,40.4223333,-124.6793333,23.17,2.76,md,25,237,0.2662,0.09,nc,nc73558175,2021-05-04T23:56:07.276Z,"35km WNW of Petrolia, CA",earthquake,0.78,0.76,0.206,41,reviewed,nc,nc
2021-05-05T09:55:21.870Z,36.5573333,-117.9991667,7.37,2.76,ml,31,40,0.06566,0.22,ci,ci39641143,2021-05-06T01:52:01.397Z,"7km ESE of Lone Pine, CA",earthquake,0.24,0.72,0.176,81,reviewed,ci,ci
2021-04-09T03:57:58.930Z,32.7803333,-115.4328333,11.58,2.75,ml,35,47,0.02755,0.25,ci,ci39844272,2021-05-06T21:41:25.040Z,"6km SW of Holtville, CA",earthquake,0.27,0.43,0.15,44,reviewed,ci,ci
2021-04-19T02:21:39.530Z,38.8276667,-122.8046667,1.72,2.75,md,73,31,0.006003,0.04,nc,nc73551205,2021-04-26T22:37:49.040Z,"7km NW of The Geysers, CA",earthquake,0.1,0.15,0.153,71,reviewed,nc,nc
2021-04-26T07:50:47.700Z,48.60066667,-121.9363333,2.96,2.75,ml,31,46,0.1381,0.36,uw,uw61718042,2021-05-02T13:47:59.040Z,"9 km NNE of Hamilton, Washington",earthquake,0.38,1.39,0.201747828,12,reviewed,uw,uw
2021-04-16T09:35:58.710Z,38.7711667,-122.7203333,1.92,2.74,md,77,43,0.01019,0.07,nc,nc73550145,2021-04-21T07:28:57.040Z,"2km W of Anderson Springs, CA",earthquake,0.11,0.15,0.206,54,reviewed,nc,nc
2021-05-06T17:32:59.060Z,35.6428333,-117.4543333,6.87,2.74,ml,44,97,0.05657,0.13,ci,ci39643023,2021-05-06T23:02:40.870Z,"15km SSW of Searles Valley, CA",earthquake,0.14,0.37,0.148,25,reviewed,ci,ci
2021-05-01T18:26:24.170Z,39.7535,-121.8401667,14.43,2.73,md,25,103,0.1044,0.16,nc,nc73556930,2021-05-04T18:30:07.000Z,"2km NNW of Chico, CA",earthquake,0.34,0.65,0.224,59,reviewed,nc,nc
2021-04-17T16:29:21.230Z,40.1228333,-123.0365,44.97,2.71,md,50,38,0.1976,0.17,nc,nc73550650,2021-04-21T01:44:08.014Z,"41km NNE of Covelo, CA",earthquake,0.38,0.83,0.181,51,reviewed,nc,nc
2021-04-10T16:07:38.977Z,29.18243408,-97.60098805,2.763387044,2.7,ml,23,55,0.03548736,0.2,tx,tx2021hacs,2021-05-02T14:04:54.040Z,"10 km SSE of Smiley, Texas",earthquake,1.152988891,1.508276252,0.2,15,reviewed,tx,tx
2021-04-10T23:57:22.072Z,36.3017,-114.2838,7.2,2.7,ml,15,175.34,0.567,0.4271,nn,nn00804805,2021-04-27T15:39:49.982Z,"35 km SSE of Moapa Valley, Nevada",earthquake,,6.1,0.43,11,reviewed,nn,nn
2021-04-12T17:59:58.564Z,31.67503677,-104.3900617,7.494091797,2.7,ml,27,56,0.094599441,0.3,tx,tx2021hdxl,2021-05-05T18:39:53.040Z,"55 km S of Whites City, New Mexico",earthquake,1.091982576,1.463561667,0.1,15,reviewed,tx,tx
2021-04-14T14:55:08.729Z,31.71820288,-104.5272472,5.643115234,2.7,ml,22,82,0.036522262,0.3,tx,tx2021hhii,2021-04-20T13:58:12.040Z,"52 km SSW of Whites City, New Mexico",earthquake,1.503996735,1.122340614,0.1,11,reviewed,tx,tx
2021-04-14T23:57:53.977Z,35.85388184,-101.004357,7.287516276,2.7,ml,10,85,0.666939204,0.4,tx,tx2021hiag,2021-04-28T00:12:43.040Z,"34 km NNE of Skellytown, Texas",earthquake,2.247910062,2.587611565,0.1,6,reviewed,tx,tx
2021-04-17T02:12:51.340Z,32.6258,-109.1551,16.04,2.7,ml,,73,0.09,1.25,us,us6000e29u,2021-04-17T04:12:41.271Z,"9 km SW of Franklin, Arizona",earthquake,3.7,8.2,0.085,18,reviewed,us,us
2021-04-20T13:12:44.973Z,44.3145,-115.0639,10,2.7,ml,,64,0.125,0.45,us,us6000e36z,2021-04-21T13:25:27.706Z,"14 km NW of Stanley, Idaho",earthquake,1.6,2,0.048,56,reviewed,us,us
2021-04-24T05:34:48.490Z,38.0696678,-118.694664,-1.46,2.7,md,33,73,,0.23,nc,nc73553705,2021-04-27T01:12:06.777Z,"30km SSW of Qualeys Camp, NV",earthquake,0.45,6.41,0.18,26,automatic,nc,nc
2021-04-25T09:42:39.343Z,44.2811,-115.0447,5.78,2.7,ml,,66,0.09,0.7,us,us6000e4ll,2021-04-29T17:29:43.950Z,"11 km NW of Stanley, Idaho",earthquake,4.8,7.4,0.047,60,reviewed,us,us
2021-05-05T18:33:16.033Z,38.1275,-117.9813,5.9,2.7,ml,20,99.95,0.335,0.1038,nn,nn00806578,2021-05-05T20:05:50.396Z,"31 km SSE of Mina, Nevada",earthquake,,1.5,0.5,6,reviewed,nn,nn
2021-05-08T02:45:59.744Z,39.7193,-98.3833,5,2.7,mb_lg,,84,1.319,0.25,us,us7000e18l,2021-05-08T03:00:26.040Z,"12 km SSE of Esbon, Kansas",earthquake,2.7,2,0.056,82,reviewed,us,us
2021-05-08T09:21:59.400Z,44.5384,-115.2512,10,2.7,ml,,65,0.386,0.48,us,us7000e1aj,2021-05-08T22:14:59.950Z,"43 km NW of Stanley, Idaho",earthquake,3.5,2,0.055,44,reviewed,us,us
2021-04-20T07:03:37.550Z,34.045,-117.21,15.93,2.69,ml,150,15,0.07645,0.16,ci,ci39857008,2021-05-02T21:17:00.040Z,"3km WSW of Redlands, CA",earthquake,0.1,0.22,0.128,24,reviewed,ci,ci
2021-04-29T14:08:39.830Z,38.8075,-122.7908333,3.21,2.69,md,77,22,0.003523,0.07,nc,nc73556060,2021-05-06T23:51:16.173Z,"4km NW of The Geysers, CA",earthquake,0.1,0.17,0.097,64,reviewed,nc,nc
2021-04-20T14:08:45.200Z,40.3115,-124.4998333,22.69,2.66,md,16,243,0.1224,0.1,nc,nc73552115,2021-04-21T13:51:54.040Z,"18km W of Petrolia, CA",earthquake,0.48,0.3,0.203,29,reviewed,nc,nc
2021-04-25T17:22:51.030Z,44.4466667,-115.2145,9.48,2.66,ml,16,80,0.296,0.25,mb,mb80499214,2021-04-29T17:56:09.470Z,"33 km NW of Stanley, Idaho",earthquake,0.48,0.81,0.175,18,reviewed,mb,mb
2021-04-18T23:46:14.620Z,40.4441667,-124.7116667,24.32,2.65,md,19,239,0.2872,0.13,nc,nc73551165,2021-05-01T23:14:24.040Z,"38km WNW of Petrolia, CA",earthquake,0.74,2.52,0.275,16,reviewed,nc,nc
2021-05-05T14:58:49.970Z,36.197,-120.3108333,10.48,2.65,md,54,90,0.07277,0.09,nc,nc73558495,2021-05-06T07:56:01.777Z,"8km NE of Coalinga, CA",earthquake,0.25,0.2,0.131,96,reviewed,nc,nc
2021-04-30T21:35:43.520Z,34.0446667,-117.0455,11.48,2.64,ml,126,26,0.05631,0.19,ci,ci39637183,2021-05-08T21:17:25.040Z,"1km N of Yucaipa, CA",earthquake,0.12,0.33,0.133,202,reviewed,ci,ci
2021-04-11T22:03:29.160Z,38.8256667,-122.8135,1.96,2.63,md,67,21,0.003508,0.07,nc,nc73548225,2021-04-15T20:53:07.210Z,"7km NW of The Geysers, CA",earthquake,0.11,0.15,0.15,50,reviewed,nc,nc
2021-04-22T04:55:18.620Z,37.6901667,-119.4183333,17.6,2.63,md,29,155,0.2752,0.12,nc,nc73552870,2021-04-24T02:43:07.601Z,"15km ESE of Yosemite Valley, CA",earthquake,0.61,1.29,0.204,47,reviewed,nc,nc
2021-05-03T21:52:08.580Z,37.4921667,-119.3746667,11.21,2.63,md,34,83,0.1938,0.09,nc,nc73557800,2021-05-07T07:13:50.511Z,"30km NE of Oakhurst, CA",earthquake,0.35,1.16,0.197,53,reviewed,nc,nc
2021-05-07T07:27:01.800Z,36.1253319,-120.7001648,4.26,2.63,md,31,130,0.02532,0.12,nc,nc73559310,2021-05-07T14:44:05.349Z,"22km ENE of San Ardo, CA",earthquake,0.34,0.95,0.13,35,automatic,nc,nc
2021-04-12T22:05:43.280Z,36.29733333,-98.17833333,7.92,2.62,ml,100,27,0,0.19,ok,ok2021hefo,2021-04-18T22:35:16.040Z,"5 km N of Ames, Oklahoma",earthquake,,0.3,0.24,42,reviewed,ok,ok
2021-04-13T14:35:26.570Z,36.363,-97.35983333,7,2.62,ml,95,36,0,0.23,ok,ok2021hfme,2021-04-13T18:26:58.571Z,"10 km NW of Perry, Oklahoma",earthquake,,0.5,0.22,32,reviewed,ok,ok
2021-04-19T19:01:56.950Z,49.915,-114.9563333,-2,2.62,ml,7,300,2.069,0.41,mb,mb80498139,2021-04-19T21:42:05.020Z,"15 km SSW of Elkford, Canada",quarry blast,19.56,31.61,0.184,4,reviewed,mb,mb
2021-04-24T04:21:42.730Z,38.768,-122.724,1.5,2.62,md,78,44,0.006433,0.08,nc,nc73553685,2021-04-30T01:27:08.008Z,"3km WSW of Anderson Springs, CA",earthquake,0.12,0.15,0.161,54,reviewed,nc,nc
2021-04-13T22:05:32.100Z,33.8078333,-116.0885,3.54,2.61,ml,78,39,0.1113,0.15,ci,ci39849168,2021-04-18T22:31:18.040Z,"15km NE of Indio, CA",earthquake,0.11,0.54,0.127,23,reviewed,ci,ci
2021-04-14T04:39:53.970Z,40.404,-124.6193333,25.08,2.61,md,40,233,0.2267,0.17,nc,nc73549170,2021-04-26T22:11:00.040Z,"30km WNW of Petrolia, CA",earthquake,0.52,1.11,0.27,38,reviewed,nc,nc
2021-04-15T23:16:19.070Z,36.477,-117.5191667,-0.65,2.61,ml,34,85,0.2134,0.13,ci,ci39851592,2021-05-01T21:36:23.040Z,"36km WSW of Stovepipe Wells, CA",earthquake,0.21,0.5,0.09,25,reviewed,ci,ci
2021-04-26T12:18:34.790Z,39.7013333,-123.4526667,8.06,2.61,md,32,44,0.06589,0.16,nc,nc73554840,2021-05-03T22:34:07.454Z,"3km ENE of Laytonville, CA",earthquake,0.21,0.51,0.102,60,reviewed,nc,nc
2021-04-28T19:33:38.220Z,40.691,-124.6066667,22.59,2.61,md,19,232,0.2972,0.14,nc,nc73555745,2021-05-04T07:56:33.953Z,"32km WNW of Ferndale, CA",earthquake,0.59,0.88,0.203,24,reviewed,nc,nc
2021-04-10T02:21:28.251Z,32.11761475,-102.1578458,6.529418945,2.6,ml,33,45,0.014320635,0.2,tx,tx2021gzbm,2021-04-12T16:35:22.069Z,"15 km NNW of Midland, Texas",earthquake,0.631424027,0.513719749,0.1,12,reviewed,tx,tx
2021-04-10T17:08:29.154Z,44.2435,-115.0508,5.32,2.6,ml,,36,0.067,0.84,us,us6000e0na,2021-04-11T14:16:13.610Z,"9 km WNW of Stanley, Idaho",earthquake,2.3,7.2,0.04,82,reviewed,us,us
2021-04-11T07:54:24.302Z,31.67754532,-104.3930449,6.080151367,2.6,ml,28,55,0.092271165,0.3,tx,tx2021hbhy,2021-04-12T16:37:06.883Z,"55 km S of Whites City, New Mexico",earthquake,1.014210257,1.220069006,0.2,15,reviewed,tx,tx
2021-04-16T04:59:46.119Z,31.59702031,-104.209716,6.157275391,2.6,ml,30,57,0.146705866,0.3,tx,tx2021hkfs,2021-04-17T04:38:37.090Z,"50 km NW of Toyah, Texas",earthquake,1.372454352,1.56069451,0.1,14,reviewed,tx,tx
2021-04-17T18:00:20.440Z,36.6642,-116.2682,9.6,2.6,ml,38,79.43,0.064,0.2,nn,nn00805261,2021-04-17T21:03:06.040Z,"51 km ESE of Beatty, Nevada",earthquake,,1.4,,,automatic,nn,nn
2021-04-21T05:16:01.461Z,38.168,-117.9537,4.8,2.6,ml,25,50.32,0.029,0.118,nn,nn00805453,2021-04-21T15:49:24.343Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,0.58,12,reviewed,nn,nn
2021-04-25T10:45:52.240Z,44.212,-114.9743333,1.39,2.6,ml,13,63,0.005,0.16,mb,mb80499104,2021-04-30T20:45:41.630Z,"2 km WSW of Stanley, Idaho",earthquake,0.29,0.29,0.278,13,reviewed,mb,mb
2021-04-26T03:13:36.145Z,44.3717,-114.7393,14.47,2.6,ml,,60,0.234,0.51,us,us6000e4u3,2021-04-28T04:35:55.040Z,"23 km NE of Stanley, Idaho",earthquake,2.1,7.2,0.048,58,reviewed,us,us
2021-04-29T04:18:34.338Z,31.68094048,-104.2875557,6.131567383,2.6,ml,36,52,0.09406426,0.3,tx,tx2021ihxx,2021-05-04T01:23:06.040Z,"55 km S of Whites City, New Mexico",earthquake,0.889081977,1.377563681,0.1,21,reviewed,tx,tx
2021-04-30T13:20:01.576Z,44.3438,-115.2287,10,2.6,ml,,63,0.229,0.36,us,us7000dyz6,2021-05-04T01:31:12.040Z,"27 km WNW of Stanley, Idaho",earthquake,3.5,2,0.051,50,reviewed,us,us
2021-05-03T16:34:59.745Z,38.1937,-117.7303,6.9,2.6,ml,23,72.73,0.036,0.1395,nn,nn00806372,2021-05-03T18:27:39.040Z,"39 km ESE of Mina, Nevada",earthquake,,0.8,0.13,9,reviewed,nn,nn
2021-05-04T17:36:03.486Z,38.1919,-117.7317,6.7,2.6,ml,24,121.13,0.038,0.1094,nn,nn00806459,2021-05-04T18:34:09.040Z,"39 km SE of Mina, Nevada",earthquake,,0.9,0.25,10,reviewed,nn,nn
2021-05-07T23:59:43.900Z,39.1208344,-120.0285034,4.86,2.6,md,14,100,0.1152,0.08,nc,nc73559705,2021-05-08T23:01:50.744Z,"10km SE of Dollar Point, CA",earthquake,0.35,1.35,0.24,12,automatic,nc,nc
2021-04-29T19:51:35.300Z,37.5145,-118.8548333,1.56,2.59,md,32,66,0.07812,0.08,nc,nc73556175,2021-04-29T21:36:06.645Z,"16km WSW of Toms Place, CA",earthquake,0.23,1.14,0.176,44,reviewed,nc,nc
2021-05-04T19:23:52.850Z,33.8366667,-118.4671667,12.93,2.57,ml,76,65,0.09261,0.22,ci,ci39640575,2021-05-09T03:07:05.591Z,"7km WSW of Hermosa Beach, CA",earthquake,0.26,0.4,0.199,25,reviewed,ci,ci
2021-04-10T19:08:08.800Z,35.7253333,-121.6328333,16.93,2.55,md,67,218,0.276,0.19,nc,nc73547705,2021-04-21T03:40:21.040Z,"33km S of Lopez Point, CA",earthquake,0.58,0.37,0.164,56,reviewed,nc,nc
2021-04-15T13:39:27.830Z,38.8298333,-122.8113333,1.93,2.55,md,70,21,0.006504,0.06,nc,nc73549690,2021-04-20T02:47:07.799Z,"8km NW of The Geysers, CA",earthquake,0.11,0.16,0.087,46,reviewed,nc,nc
2021-04-25T05:00:39.860Z,37.2668333,-121.6381667,7.07,2.55,md,82,42,0.07475,0.09,nc,nc73554210,2021-04-30T16:29:07.356Z,"15km N of Morgan Hill, CA",earthquake,0.12,0.27,0.124,52,reviewed,nc,nc
2021-04-25T05:31:58.580Z,33.8053333,-116.0778333,2.02,2.55,ml,84,39,0.12,0.18,ci,ci39628175,2021-04-28T11:03:55.025Z,"16km NE of Indio, CA",earthquake,0.12,0.24,0.173,25,reviewed,ci,ci
2021-04-26T11:44:33.700Z,37.8461667,-122.2365,5.69,2.55,md,113,24,0.02841,0.07,nc,nc73554815,2021-05-07T06:08:08.074Z,"2km N of Piedmont, CA",earthquake,0.09,0.15,0.117,110,reviewed,nc,nc
2021-05-04T13:31:45.100Z,35.732,-116.6118333,1.12,2.55,ml,21,63,0.3207,0.18,ci,ci39640111,2021-05-05T12:57:53.331Z,"37km WSW of Tecopa, CA",earthquake,0.28,1.07,0.124,106,reviewed,ci,ci
2021-04-15T07:58:28.750Z,40.2778333,-124.4635,12.85,2.54,md,27,244,0.0931,0.17,nc,nc73549625,2021-04-25T12:10:25.040Z,"16km WSW of Petrolia, CA",earthquake,0.51,0.42,0.122,33,reviewed,nc,nc
